,y_test,y_pred
13418,159340,162530.75833333333
3379,121356,136708.39444444445
1957,490494,465594.87910052907
9541,391741,395321.0
9146,186612,199854.51149118223
11303,143970,146589.66833333333
12816,191156,196189.01666666666
9570,564033,568873.9666666667
9645,135993,133063.695
9090,84740,104826.68210178222
11490,53106,52671.333333333336
7528,365400,368819.72114717134
2331,240106,238086.7388034188
4352,253829,256635.4401393453
10901,51177,52581.53207070707
10853,42599,43197.71333333333
7321,142354,154763.42914410308
8372,447423,433007.8199306942
3343,80359,77600.99022607022
3528,333002,335186.37620766484
548,241735,223403.53333333333
5104,416300,421193.4864647866
3177,223029,218294.71645778514
9213,213323,216948.7350549465
1159,314431,314920.60583333333
11580,146426,148481.06666666668
8144,62394,68991.28235110018
8798,142126,143592.21736363042
10550,41728,42491.36666666667
9477,326468,316646.2833333333
7348,192817,191884.30111111107
4265,117105,111447.97206880826
5311,271362,251978.18457625993
11833,90683,94258.9388888889
7069,265477,242243.18851383857
9854,733269,788314.7333333333
1456,469516,481707.6101462658
5971,1328276,1105217.4092209195
11863,142696,141658.4
6939,79913,80915.66565897065
2460,121735,112366.40537040705
130,327256,295449.0462205388
9214,213488,228270.57380314128
1645,254676,242827.60916235563
3154,212934,221333.9217014972
7148,327570,325625.90271736303
11194,49528,48814.26666666667
9548,429769,398107.86666666664
5161,96431,97915.37430928754
11881,153497,156075.2
10038,229348,227907.54
10241,72715,73373.64063492064
12310,277280,278729.4027777778
1972,472362,463944.56746031746
10775,121329,120121.51960784313
3682,246593,237888.98990842488
9810,510955,524157.1
4328,243354,251085.02294179058
9444,255331,271018.63703703706
5234,208915,226703.73275199698
7254,58374,63687.163989898996
5685,634621,643049.3250760279
5412,390405,398411.21304882056
10532,419626,424325.6718650793
403,142223,142735.2
101,267208,278247.2700797659
12376,92129,92264.75
2988,395038,423056.95945384353
11853,124026,141565.73333333334
9724,325626,345291.55999999994
6710,130291,132496.86835236422
840,448523,422929.05833333335
8823,186440,175826.2053270803
11854,125958,141862.83333333334
9034,450669,465986.73333333334
5442,100538,96940.22056605038
4906,156059,168558.52468253966
1944,400432,327172.9472222223
742,300381,294775.6666666667
3705,284501,294757.4429629629
3339,70506,74347.44439273687
2710,73155,72761.69723686972
5238,218651,227905.95219644145
3041,71221,76019.55458874459
11990,166016,167519.33333333334
8905,256922,247658.3543328708
645,125041,119791.34956996191
286,764207,793756.8779629632
10124,345792,340477.4
12704,101397,95565.76944444445
7301,99677,118354.38606691145
8644,241191,236322.44230863446
13047,147079,145359.6818181818
11119,155625,162001.26666666666
9644,136582,133541.175
7495,359315,376530.86289706134
4309,197825,188204.0811764706
10457,273228,277073.2
7276,69398,71706.49637566137
11617,134249,139711.44086691082
10894,50187,50804.479999999996
9476,325413,309731.98333333334
8657,254848,261920.5738888889
10818,124038,127746.94761904761
11830,83416,97335.00555555556
4578,95636,100256.34952577476
2931,250979,254072.1180801861
11246,91827,89616.35
864,526422,526353.4705610021
6588,521630,502084.96641094587
12884,262969,254409.13333333333
4107,326053,308560.7886246999
10504,421117,422844.93333333335
8166,86214,81812.25416583414
756,345869,314348.36662525876
383,95918,96138.73333333334
960,90657,105165.41928632256
3621,121425,119397.34313031103
13061,175460,183959.7888888889
12810,215167,204834.08333333334
8548,206055,212714.94278532933
12339,291491,292247.9944444445
11895,165807,162624.73333333334
813,362586,362890.680952381
10046,238239,254218.46666666667
2993,396700,423363.58344953536
11591,154459,157629.9
9943,79969,79735.4
13135,195803,191094.8626094367
1408,309545,314119.389615706
1343,254297,277412.307936508
9941,76852,78230.43055555555
6778,230082,240977.4233171474
963,94978,111216.47538184935
4888,133753,132384.95288210857
4816,367402,376525.3694499311
3272,379424,382720.55332264706
5255,226229,226941.83537228813
8941,275453,286167.7199509583
3192,220537,237197.52357966747
13516,236727,237546.3
5975,1295078,1307789.1416666666
12173,179366,176642.19388888887
1341,252877,261076.15333997874
3561,506157,519464.8858336317
6941,81277,80573.65357142857
2529,241052,241728.80682784502
1272,146654,135649.80980502945
11982,159782,154212.39326617826
12287,229497,231737.03333333333
4242,88481,84597.56163452697
2427,84824,80748.27227466297
4686,220571,210054.93814816748
12864,225295,228528.88888888888
12295,251803,244204.1
2029,707359,676934.0375
6070,120943,117994.27203065134
593,296555,295766.9666666667
11842,107284,107496.36666666667
5457,119595,114019.83255892256
76,223459,232628.62222222224
12184,190703,187170.73333333334
11841,104109,106710.13333333333
9015,454415,441975.1131032397
8347,334334,324967.82936507935
10471,320352,334700.7
2689,476828,432476.2907449269
11199,50402,50512.10476190477
13372,163064,162427.00349927848
10001,155672,163719.3788047138
8452,72810,73861.1887827586
5612,412468,391115.61421773676
7036,227284,198288.5373230747
2264,246977,240622.52989118727
9433,248156,248713.43333333332
9930,997393,985508.6
6380,112867,117570.502994228
872,527928,538656.1255122654
8407,493680,506767.81702015776
3372,108552,111791.85445580135
7394,217829,211846.17673052367
7579,96338,95678.66484126984
866,532924,525957.7444805194
12439,199092,191314.97451058202
8343,348367,323455.1206349206
6344,73469,71480.0031742767
8767,88055,86895.90797619047
4434,313280,307661.8533532707
9075,73940,76758.84685185185
1355,298465,289365.89947012556
10873,46959,46258.933333333334
3649,158848,142258.89120704232
5228,200921,195615.5216616658
10278,94309,94541.86666666667
13373,164069,165533.95662337664
12862,225210,226550.22166666668
603,93190,90080.52958372903
12086,70045,71537.0
1095,200374,198884.03440476191
5150,81008,91678.42039145832
3580,548758,476357.1639177714
10102,334087,294524.6
1519,81633,80668.58570493737
12561,313744,305126.93333333335
13211,238829,243284.0
4737,220136,219334.54475613747
2136,76819,85708.04477090828
11037,128753,128360.80039682539
10977,136328,138998.34761904762
726,273841,281553.5080555556
2544,255038,252071.71812734328
1181,339632,340293.02206686995
6828,234624,236602.06933972953
9932,914870,990924.6
1327,236872,238529.21942463482
224,529619,645679.0958333333
2611,303095,299667.5294667326
4923,203484,249951.9502329331
8852,224487,211024.44251917672
4984,257672,251760.9080056959
6266,426903,497433.3609477124
10696,135418,134780.76666666666
9824,618616,632720.4444444445
4003,173396,188316.43222222218
13201,233607,236594.0
9617,600150,600830.9138888888
725,272772,281553.5080555556
4712,221567,220074.10323850397
2436,93697,93582.41858625397
8111,649078,648365.415218701
2475,158659,139060.442083975
8656,253394,262246.8738888889
124,311442,290058.7019781145
2683,469146,441916.4303999299
10941,82862,83746.92962962962
7493,353282,361386.0827778608
12858,228457,219676.23763122642
4096,295332,304268.2097766517
11200,50932,50541.704761904766
5452,114851,114906.19922558923
9517,367168,368194.3773015873
12111,93781,92322.22444444447
4872,102525,109954.35154613167
12633,473454,477398.8996825397
5824,456330,446830.6
3193,221333,223654.77600684718
372,81726,97284.05555555556
2458,115215,112366.40537040705
3136,193388,206364.95366644458
11647,136369,137566.89383838384
13027,105619,96925.21508752117
7651,226922,224148.66074074074
5164,100370,97915.37430928754
2522,246214,213155.16105404816
1007,167863,168489.15238095235
2526,247226,228401.0590128765
3479,325064,303540.40453399066
5451,112635,113561.57422558923
3844,663613,637764.8309812411
6994,152343,155263.34831675247
4602,131437,144259.93214928982
6660,68944,70282.89265620001
573,292519,292163.06666666665
12893,283369,279541.43333333335
633,108730,109105.45888888888
9047,62060,61406.793591000496
4457,379166,393113.964653264
11473,50205,50349.5
6884,404005,421495.5900025105
4974,260670,252981.11564900837
1318,242024,222825.9803753264
12349,74455,74765.99999999999
3870,770697,740890.3447730705
6541,334410,328644.7182033408
6349,73356,80319.31739130434
10368,224778,224475.58055555556
8945,290365,281927.29252734914
3523,309637,322539.17988287855
4119,344757,315126.5303846751
4314,222319,195583.57954333737
3698,280671,277601.4712560387
9559,467455,477898.875
8256,224161,219389.55397907647
9838,635376,612311.1
9044,60573,61399.54367036558
6921,405553,444235.29420054244
3304,382294,413876.5617538075
2302,213975,214303.736457533
7326,160247,184369.40420452927
5661,616689,585064.0284121276
2348,290155,359004.21376671776
7963,327478,293895.62831398874
7939,302113,255714.05663720876
685,200792,175411.63346153844
1477,489039,482119.67916666664
2401,365262,377708.51932137966
3174,240905,237607.00135744523
2846,212404,224681.27479509937
5424,92516,92836.09242063494
3047,75273,76019.55458874459
9287,391911,428863.7624573753
8443,69964,69216.64448421073
8431,512367,486770.0765432099
3734,357918,334035.9744805195
3437,230551,227065.69823321124
3010,393860,410299.52955666155
8715,381296,381142.9509551004
13465,177203,177225.96476190476
12731,136801,162332.86873015872
8456,73947,73861.1887827586
7043,240563,213027.4873029653
765,329269,322787.4899585921
10935,74763,70557.5496031746
11871,148529,146141.43333333332
2860,235672,245812.77328426053
551,246955,236483.6
7987,435685,417168.2593440464
636,115356,109625.74055555556
8782,107464,96255.64734126983
2026,651476,664233.875
10602,48678,49887.06398989899
16,112050,115557.3031752314
13406,188657,181745.5
1235,90164,94657.08546502609
10142,358560,367841.3
7942,308336,312342.1098124098
3042,70854,77514.16347763347
7676,254286,262710.23483330006
1696,274853,272579.9616118155
7666,233449,311493.16823232325
4772,314588,336145.1002404894
9633,599182,581765.3666666667
5991,1380049,1321468.3390476191
8461,76417,81880.22831529583
8936,292096,281538.5405536649
2767,104178,106736.3361224408
8554,209205,208206.72722222225
3315,63187,67243.92558249281
11682,153904,151017.43333333332
9350,90461,90226.04027490223
2943,281241,346537.84723829536
12132,120065,132783.2455026455
13498,218500,216873.33333333334
6179,324522,303658.7369219791
1822,135336,133721.9588914282
12778,201252,200297.42873015872
7306,104871,123196.2344178728
9102,106415,107165.70736628602
11438,165362,161424.9888888889
10286,100181,96337.3
9064,67371,69703.14895299145
10030,221315,207431.1038888889
5780,317394,291840.72444444447
13266,54704,55594.7
12516,247264,256040.1111111111
11095,141447,148992.16666666666
7533,72501,75162.10736763237
2327,230346,234685.2888960114
1615,229637,234295.3819514538
10175,518899,470260.1666666667
12716,117929,116063.16945279864
3837,610841,621030.7143145744
3025,62417,65618.1315406785
2252,223464,233570.75409753647
6803,210836,236302.4092303019
12359,76087,76846.05555555555
6702,114770,139271.54378295215
9781,462061,486277.23333333334
721,281320,271935.32083333336
8121,657031,624199.6539241622
2681,482447,476689.60078110045
6115,201145,203608.20380952384
14,93707,108876.26382347204
5293,228490,243685.64039802473
11918,143597,146559.46914682537
11650,138440,136704.89939393938
3862,763257,619286.5199569652
2837,213362,211475.48485581594
3190,218572,234157.28718844432
6120,218134,203608.20380952384
4728,219154,217813.25015296286
3145,202180,256436.6758730159
7174,445612,433169.26531816885
11295,150233,148280.8
854,512166,533984.7747276688
12078,66077,63695.566666666666
10896,51335,51810.13333333333
4409,300140,296264.7626211931
12715,118370,116063.16945279864
2431,86863,80748.27227466297
6457,232129,221786.33008290056
4537,68156,72070.61802687704
1281,155900,176378.46234578348
12722,125086,131335.5661591479
11970,151495,157937.3883333333
5957,1263468,675887.3271993704
1673,255177,251594.7812030075
9113,118344,126876.45777777777
9106,108054,104001.86127570276
870,544994,538644.8361658602
1658,288143,277542.63433528267
8753,69860,70427.38154741311
264,820305,821617.6150793651
2644,423808,446520.1660382811
4899,142791,152093.99709649
8300,263263,267152.7213707881
1583,161766,156947.4981876603
9254,244410,232292.07621963223
5266,240781,242833.16091028618
2240,207312,226735.59479487126
4928,208752,196361.57656757982
8747,67552,67867.15294540777
2952,316066,377230.28879223566
7900,238716,200138.52487094546
11963,146320,146169.76069983112
9081,77342,77658.23845238096
5085,411479,419209.55787809554
3854,773678,578116.8890876
9204,207677,212424.68087234988
8104,674672,648664.678580654
7626,190454,175830.35802893343
3394,154879,167265.56629629628
8421,500164,507375.25424162264
12859,224927,224259.00318678195
3927,82143,83310.5207053512
12319,287143,288120.64722222224
9362,101248,113164.47916666667
2146,86037,97086.80603298287
8740,66232,66116.81606755122
7608,139840,142643.96438026417
5646,491034,511982.08
3445,234596,221718.9057883023
6003,1392610,1382424.2833333334
9069,71402,69437.83784188035
13527,242396,242663.40666666668
13353,135885,136640.797979798
3072,100325,98867.19242399774
6146,245040,247190.87395382396
7499,362237,376237.1362116911
11360,127679,130064.2900697451
10221,578411,580029.9666666667
12941,323011,324284.72
5152,84383,86141.20727597253
3269,376366,404852.005521583
2296,220973,218833.0190847206
6215,312668,304284.73909468536
13457,178696,179158.7954178338
6167,275061,317721.5483321831
9712,276752,292667.5
492,166485,165328.73007936508
12328,294035,279688.06666666665
3779,478043,473594.0063555674
13001,74976,76938.48095238095
5306,252274,248455.00198995712
2534,247401,226271.04205324914
11519,69038,72506.85555555555
8930,290147,282622.3338196582
7513,365932,375001.43007790734
12249,191894,189463.70714285717
12088,71126,71537.0
4627,185524,193496.21611346403
11639,137464,139833.7388310739
10591,46042,50276.26888888888
10445,260217,271139.90507936507
9938,78252,78134.41388888888
4993,218722,246130.03657566517
13530,247981,246496.97428571427
10328,169197,170910.7386111111
1448,440209,478750.25508658006
9283,371423,368202.9884009613
5106,410924,404294.41433627944
1746,370458,370937.4654028913
1833,143592,140242.53886998483
10387,256399,265877.8243434343
7199,509666,511561.43324351805
4163,461902,492942.7470889069
6876,368741,367185.4219006441
2646,413242,419882.8529773544
10561,42537,43107.311111111114
2477,157042,136248.38749247178
8658,256554,261133.94055555557
7253,57576,64164.39775543901
891,524112,467036.8806142166
4597,119974,172452.53392340994
6862,321964,346960.10295500647
12245,190805,191625.76835956416
10665,118615,122522.06904761904
701,246175,245653.05833333332
13453,174161,175706.1580952381
5190,145402,138046.26100872952
8497,119787,137491.11711206523
474,150194,153905.3
12863,223861,226643.62166666667
2034,695470,712710.7846122119
8411,518699,498003.40821016
3262,343040,357831.7470266914
7505,349429,371562.5514171523
11886,157410,154251.16666666666
8191,124126,102597.70348864586
11021,131060,128146.38333333333
6486,305630,296305.901945418
12460,233877,231272.2
11146,44831,44877.08833333333
8577,226278,240293.29896116458
9236,224940,227061.96571969695
1945,406666,252200.5168111758
12897,291298,279541.43333333335
10623,55879,51850.993434343436
7802,411116,398750.32696247747
1373,263886,269844.13150793646
12527,278753,279760.70880952384
10832,128846,126997.8365079365
3930,81327,83310.5207053512
9107,108104,130632.03329365078
12451,214608,215625.91666666666
4200,547413,545142.9045045561
5724,673418,671588.8333333334
10498,421382,418872.9666666667
10205,584782,580783.9444444444
3181,215205,211789.139300498
4381,303930,293762.17474919313
5233,206206,226882.26197666122
11220,58617,59389.020000000004
7337,176507,178762.86602213705
3486,284411,289793.5481146599
3242,278805,360258.8547500324
6907,409634,433316.1190569581
983,121239,123120.02285185186
7129,319727,300102.9389305056
1360,300895,295115.8155090866
3484,294109,307129.3045339907
9127,158905,149362.11555704198
458,193699,191424.76666666666
5897,664598,636016.0222222223
493,163821,163204.95777777777
3869,771960,720575.6831471039
9083,78117,79149.15
7531,72190,73527.66658730159
12186,192058,188898.83333333334
7179,489855,441595.42414075386
7714,244146,254216.1760770046
8591,258579,246686.985736532
1898,332370,302758.9291125541
3004,388337,400810.18830160977
1765,438327,431701.22439953376
743,299832,293747.61666666664
5310,264627,252137.44457625988
4794,367189,378075.7716400728
3064,84727,104609.31615604553
3910,713548,717823.495152397
11426,162180,157335.39444444448
11346,126763,128728.139484127
166,396155,425361.7631623931
9636,610256,573084.9666666667
4580,98706,99514.15342187864
8689,360226,373079.7555555555
4494,475681,457810.48624194536
11475,50400,49859.316666666666
11748,50370,49445.06092592593
10500,419810,414919.23333333334
9896,986768,1006843.6666666666
2666,478453,480606.2327916825
8851,225689,221397.1177625345
11100,150174,149288.5
10297,115976,110337.72111111111
5504,229523,216699.9727492878
10166,452766,476460.1666666667
2181,127734,140395.88177639662
10849,44088,44242.317777777775
1187,346151,359704.9244478224
8763,88146,83474.13017316017
663,156797,144536.86186007675
2471,149701,139521.30895371066
5431,98951,95969.53301541324
10167,460081,502579.06666666665
7001,156449,180463.18481481483
5038,265336,272847.6078971645
2371,363241,377906.8637658242
7607,136698,142990.5977135975
10906,53453,55977.69621212121
10952,104383,112219.33333333331
7889,192255,177547.5814162858
3216,223508,232385.71127993645
3235,251706,259979.6870881226
8771,90684,87968.86827320828
6423,205905,203555.9542388007
8410,515235,507223.1557639823
10028,214491,207752.86111111112
10469,307979,311553.13333333336
12828,216665,219816.72421191426
7591,115193,133794.604141892
8009,391209,405289.8683445743
12572,343749,342856.0
3506,304577,299424.2333069663
5498,206572,217579.0727492878
12904,309069,308647.26666666666
9564,497300,556037.3
5258,233698,226386.7909278437
11381,139199,136507.93529100527
2271,233163,223378.58624080528
10112,303349,322618.40888888884
4024,221470,201232.54355369264
5942,1060810,1102904.5644444444
2862,248178,243591.47328426052
8060,512942,567667.4452615291
5781,333918,300540.88
2597,302710,292420.0574622295
13536,244641,244987.88888888888
5749,225231,236970.4686868687
12689,86862,85909.26547619049
336,58025,56447.96666666667
11255,112733,108350.66666666667
7865,146080,131369.59636363634
13040,135148,122904.46777777778
6806,219844,231192.26440388503
614,91111,90884.59783769728
1458,473554,430240.62924303405
3039,69326,70685.26467051469
7310,112468,125871.87664009501
8987,460405,448022.47705867793
4455,365767,399086.1774546256
826,385304,367270.00095238094
10034,228241,228136.34
5849,518054,511964.93333333335
7969,345831,316717.8591776964
3708,314411,176963.53816617708
3541,394813,385614.5811111111
12401,119358,122252.2
2807,180595,159844.4106378987
6402,157274,161291.25365216195
3422,200271,203153.06755651755
10095,346036,331848.84444444446
1774,443763,435160.4994146389
3769,502895,463546.2544076637
2709,72515,73340.47905616154
3697,283705,179080.705125428
2579,250917,261472.20042808432
8354,366355,370634.6468783068
3349,81231,79301.07443001443
5653,551565,548147.2563421314
8088,654692,631556.6654748338
9745,364542,380593.36666666664
9632,605360,586297.6666666666
6527,313959,303575.2397529278
12282,227303,222399.56666666668
5850,527082,549382.55
11872,147680,146582.76666666666
6648,60733,66021.62928386427
1811,121887,119261.86013520761
9134,172688,184298.26666666666
13170,196500,198544.96785714282
216,465451,551194.8333333334
5435,91095,95702.73801541324
7836,107708,108923.00444444442
11443,45545,45074.53809523809
273,818477,844099.0111111111
10662,112596,114339.43333333333
13546,248515,245151.71873015873
3162,227730,234387.8866732159
5771,255844,265797.5309195402
4912,173341,173866.29060566053
186,420234,443300.18222222215
12713,118743,113785.25302422723
3824,530217,579929.4538389851
12534,290093,286149.94666666666
204,525723,568838.3
12631,479775,478354.37323232327
4038,242139,241143.26521798703
10075,280741,278207.26666666666
5117,396258,403150.39830942504
10191,565405,567940.4333333333
9168,201812,200692.41666666666
8136,63074,64686.152172048576
10282,98881,99518.06666666667
1195,337445,340806.5387128325
12943,323581,321970.71656565653
7239,54790,54552.22653439153
7560,82489,87143.76407504533
2172,120124,127329.4145235112
10354,221903,212750.77259259258
11657,139511,140558.09086200595
10522,432352,430902.1666666667
2834,211401,208081.06729409902
5231,206356,221959.91191382127
12161,175391,163420.10529100528
11811,69835,70752.97222222223
11601,152241,151414.32333333333
12002,176943,178953.88333333333
6668,75874,85872.69225783476
9318,445652,439198.42570727156
4283,146687,168445.47693741045
1781,446737,438859.79677416
8355,363507,372541.78391534387
4861,94828,98979.49947654245
7467,278469,322787.4627740144
6780,237984,235805.08131784401
5396,397339,402058.21571479744
8944,283469,282595.9156210311
457,194235,191880.63333333333
11215,54076,53735.666666666664
9900,1029585,972411.7266666667
10937,76069,78975.91296296295
13168,193267,192695.92746500083
11960,145005,145373.7043867063
6655,63627,70478.2797385621
11924,146424,144329.60386363635
894,503721,516227.5427777777
9669,172825,173498.8
8560,210958,213581.80373680923
2621,325862,322723.5761375661
3322,68753,67243.92558249281
12734,146013,157640.7903174603
580,291184,294508.13037037035
5274,267987,253983.74772996694
7186,513336,494148.19937346224
965,98306,110813.43371518268
5578,412009,391055.35936394776
11015,130826,134081.35
2728,73630,74727.62297214288
951,83064,103677.0708079661
12164,174955,172307.0
4639,205785,207276.73170937964
1450,438513,379835.8875768043
12322,288286,287548.11047619046
10275,92660,93692.53333333334
6165,271132,259039.2198376558
10715,122676,123171.85333333333
5429,97429,96275.77944398466
4108,321630,308560.7886246999
11764,50847,50000.2
5571,359539,391055.35936394776
2847,214323,277938.2500032281
2061,838254,797840.7100000001
11721,184845,194014.13333333333
1939,373670,375638.86827419855
1333,243405,242629.8447970402
11999,172955,174078.63333333333
9521,385939,379074.46111111104
12344,293497,281781.0021428571
4080,317965,305073.838109985
1648,261506,242627.75360680005
1788,444573,431970.97060805454
3795,459307,452741.06813721656
3151,210341,234035.9055810802
7047,244719,239804.2451933252
4967,243110,253476.0133834961
2067,805146,776820.0550518925
8651,243275,235180.22058693776
7658,227046,223172.1914630375
11517,65928,68905.76666666666
8947,294067,282454.3480829047
6956,93017,92071.45655423282
10739,116961,117596.26343614719
1280,154762,162140.9396248196
4605,132721,161351.39111111112
12536,282290,282356.1666666667
4732,221084,221751.5911600463
8908,247246,276873.18727065134
10929,67351,73174.0496031746
6338,67199,68483.2832790793
1794,439595,436501.52172240015
4878,112081,109622.87817673376
12221,182708,187828.15781914166
6497,255001,255940.73443259357
422,162324,164071.55
7096,268737,286455.1141626052
13352,133848,133874.96464646465
13398,193360,192389.75555555554
8479,94599,107302.97867162248
4561,85047,91023.20970659934
3313,392699,436112.8
8784,102998,106942.27612054124
23,106427,111513.26388951711
10318,149255,139487.87175438597
3499,297283,299946.9169441527
6243,337033,333958.73708333337
3263,346944,348570.1357905949
7683,276866,262592.8514999667
9683,196670,184224.1
719,278320,272049.36666666664
12368,80224,81718.76666666666
5186,132160,131921.8168717554
10695,138507,132327.53333333333
7701,221685,235105.14403604163
2616,310931,320630.1135185185
476,156272,155968.18333333332
7978,387737,408674.9336133686
9043,61548,61425.239225921134
10638,71926,75488.47407407407
4297,168839,166230.8075592904
1883,271558,229393.16545815294
4452,352324,418681.5841525132
5683,657819,646820.1633973996
9073,73231,76539.64685185185
2212,189355,196460.0729355511
1768,429187,427623.8426849469
12064,57951,58778.433333333334
2380,375688,377850.1431046182
13500,220361,221478.43333333332
10813,128590,124176.8388888889
11677,152658,154779.76666666666
6637,58073,59641.544579864574
487,168661,167274.15833333333
11444,46052,45074.53809523809
376,83965,87664.83333333333
5997,1270090,1352729.8857142855
12574,355830,377071.5
3886,755143,748743.5717704251
3555,466708,483150.69689059624
8669,297732,349591.5551016769
7472,282742,283775.29656084656
12538,287983,279714.13531746034
11655,139262,140074.65319615326
9493,376627,369950.3084126984
5461,124117,129096.45016028098
8330,308939,321037.44006841816
11808,67270,70495.78571428571
9657,142223,140819.2
2124,69052,70566.02134619401
6729,170644,188468.11027772626
9753,386130,387992.76666666666
5974,1268780,1309148.4202380953
229,648359,745883.7333333333
9145,185933,203539.14482451556
1672,257557,268149.5850839599
8401,525316,506652.7998435599
9284,380366,363409.7342613509
7088,313753,300744.17666559457
7984,430730,408674.9336133686
6536,333273,327346.7339176265
2342,283801,328707.3971003994
8889,303163,282474.0910718491
3696,277209,232290.76731596506
782,316926,326339.15424430644
2071,824403,856854.3276190475
9527,359305,375424.82515873015
7906,229361,216542.81838624337
10353,219793,217772.8059259259
2310,217809,216423.64846302752
12052,56732,55796.93047008546
7578,96205,95603.81590326827
4555,80399,81202.74376678457
1120,210776,207565.25291925465
3728,331533,348628.5225757576
10694,138832,136369.8
10050,246541,253564.73333333334
7135,305833,315264.8855906104
4649,205618,207615.2819381562
3520,318590,307692.8506154176
2914,246152,242108.93675423219
4442,321904,320840.22980346956
4998,231533,248947.63416196796
10101,337539,334171.73333333334
8299,272049,264243.81025967695
7152,357293,334340.1035110139
1453,461860,418117.23128410423
1851,172385,164402.1705384376
270,854798,887787.5266666667
11687,157709,155759.0
5181,121084,108855.0107863544
12971,57751,57916.8
8775,97173,100046.06778694571
9205,203666,213413.31596006916
11548,116408,117447.65833333334
3982,141693,162241.41106248472
13294,65365,64304.05
6476,300121,319980.2322222223
2588,283234,285696.59138362395
2669,477266,468727.1032080428
10950,96905,102849.1
9803,542802,537426.1
13388,178275,177682.85
9259,264711,251529.96383597882
10299,120343,136364.9939795175
10774,121279,118313.26460784314
6072,121898,113856.82758620688
11054,126997,128671.66974747476
3709,317689,246045.47762566138
6912,409821,454880.16739219055
7308,106835,120948.0224132108
1056,211457,209888.9482142857
12200,209409,198651.4877777778
1191,338708,395526.98531317676
6566,447526,418943.6894841909
11819,74436,71758.36055555557
4681,239332,228831.47612902356
11542,106466,104349.89166666666
4206,544836,549290.0706424908
12305,273097,274942.9666666667
11798,61658,65311.7
10910,55245,54503.46199134199
7874,160232,159941.08545454545
7617,155689,160575.20285594036
2995,395213,431386.7345191682
1942,389596,396192.85697790224
13343,119982,101566.92297619047
5139,72829,74919.94359736006
5124,71052,74941.96088286706
13078,181798,181557.76666666666
1520,81481,80668.58570493737
9923,1030332,1055378.6333333333
13060,172331,184892.33333333334
9256,251846,235685.64590397567
11869,146219,146582.76666666666
11422,159541,158026.73333333334
12232,194104,191622.99835956417
11623,136462,136791.80666666667
293,743157,784700.7827777778
13206,236832,236376.8
7508,352992,372853.3618121326
7290,83681,130228.13897406735
5598,339509,388205.5926972811
6690,101880,119889.94059974483
5254,222567,220026.78273799704
10844,44268,43833.57333333333
4211,542321,549354.0484202686
461,193573,190290.5
8895,307659,287397.4729995347
6760,194170,199866.84545454543
6040,84656,85581.5638888889
6954,90557,89487.82324074073
8241,206464,229748.2414787603
5536,285108,285756.32610737707
4880,116884,109622.87817673376
7488,355960,368437.2490461612
12533,290646,288657.27222222224
9772,425662,433616.76666666666
4489,473769,459899.1784871966
3323,67620,65920.01412415948
467,174390,177299.83333333334
9878,979436,997283.5444444444
5704,651023,641001.1113528797
1502,431249,478104.4510276138
2785,127577,143832.08415502522
538,213903,271606.75833333336
2243,208380,226731.35146153794
3270,380772,385719.05437233654
1868,230541,141315.2393135765
6845,244550,256147.9342405516
1853,173072,159846.72553843757
37,143829,153581.29992063492
7447,217656,221728.7640815014
6594,509498,507154.54088016023
3733,358497,343900.3871590909
4533,67347,72356.35760791916
3161,225765,234800.16352506774
4469,428842,418993.27765720454
7072,270986,271125.4391619867
4447,336604,316003.20758124726
12059,55063,55953.09884310134
702,244449,241120.125
9059,64070,71869.09527777779
653,127883,126316.62359683421
4252,105602,100146.98703451856
9049,61695,61498.436368778275
13307,75071,71924.93333333333
6810,228020,236239.2215078392
2625,322278,326964.54296296294
5464,131978,137488.9896840905
8532,183159,187253.67857142858
758,344480,335388.11178398895
6638,58075,59840.21124653124
1158,311889,387340.0397222222
4551,75665,83396.3923228387
3797,467825,454493.84619637957
10661,110454,113414.26666666666
4169,521418,501374.5349972442
12482,247591,247932.60952380951
7792,401347,389953.4442736847
175,360545,390389.9464133089
347,62240,59879.08888888888
10850,43110,44228.68444444444
11259,118291,117271.56666666667
8181,100115,97765.67170634918
1630,242091,235946.1188249507
243,729148,776334.8666666667
4451,345558,430194.5222477513
13250,53201,53084.39305555555
11437,165704,164162.90555555554
10485,366101,377815.63333333336
3052,79996,85264.90010698642
10280,96770,99518.06666666667
4957,226108,244204.2509080673
9306,437935,437581.5178762004
2600,299150,286134.0570122735
384,96712,94420.3
12215,168263,173823.93333333332
5167,103553,97915.37430928754
2838,213662,208266.7393784756
5643,475031,482256.4
10846,44113,43850.177777777775
12277,216195,224905.03333333333
8108,639200,636502.0734113418
144,360923,442353.139059829
13360,150115,158915.47106060607
7095,273054,272927.38203931414
7544,73535,74293.8018253968
6550,367315,358179.5273397272
3302,391956,415051.8799669475
2185,132897,143777.28902222484
2314,221232,218605.4941508582
11102,148332,144731.43333333332
4617,170834,197918.28468707332
7755,282996,267002.5157542849
13262,52683,53240.03333333333
9722,314895,352316.93333333335
6206,289691,301432.1244622807
6466,257563,250110.4739625716
5599,355363,376516.67072263535
12362,77215,77872.96666666666
12690,86723,85490.29880952383
2148,86840,96180.1892528871
11703,173272,172946.23333333334
6864,332222,343835.3422354298
9759,405885,400691.26666666666
90,262428,267243.053115942
6442,230938,219935.0950745072
4985,254271,251760.9080056959
7443,211658,218325.7523234088
12405,127918,115946.66666666667
