,y_test,y_pred
4595,117480,145758.60228905597
11009,127472,125785.36666666667
11340,131165,130504.62733874847
13537,244582,244987.88888888888
8783,105113,95995.02067460316
6259,404272,432494.25265361846
4376,305837,293762.17474919313
8504,132784,137755.21711206523
810,353469,360003.680952381
11799,62499,62417.73333333333
2808,182113,193478.54893760083
4116,323514,313215.785273564
5579,413153,386348.5298228869
203,496291,444391.76333333337
4227,84431,82724.98470107767
13450,175200,177651.67847338936
1727,297145,305725.7431871345
4026,223771,221137.76959784067
2929,254621,254072.1180801861
7507,347618,372176.255926009
3907,718622,701902.1
5680,645784,641355.6392252122
1180,341254,337857.51701275737
3411,196797,174945.34063492063
4854,89720,91655.46724667812
10334,190193,165578.7386111111
6502,273198,293315.4271202432
3265,365319,407858.23655012157
2539,243992,226207.28761999842
13425,172314,181557.89682539683
12922,320978,320445.97420634923
5283,273949,254631.2467533212
451,185929,188387.5
7832,109326,103933.7011111111
4366,281473,293405.86141585984
1252,105461,108153.74418681818
2878,228804,221496.04423556293
8970,391887,389904.9007235138
4039,245217,245978.7869895488
13100,211641,204880.0222222222
6066,112487,121357.238697318
1661,293098,283220.60666861595
5786,352516,331603.6608227513
1863,206707,161773.31970408087
9791,557540,513021.9
3070,96499,102483.76649807183
9354,93215,94438.584057971
5301,243704,251700.97790959323
7133,301661,307234.8490075803
6276,449013,449879.76754204265
3194,221962,225352.91975143593
9474,316773,309731.98333333334
12226,188039,184654.8283333333
1438,404164,464565.5186940098
13314,82563,81162.88125
20,108138,106979.16897498719
11465,47287,47703.0
1062,215954,213282.0232142857
4939,220023,217048.88419614997
9965,93279,97447.0
6465,254318,250110.4739625716
10464,292254,294431.43333333335
9104,109161,102496.92794236942
8994,463714,449649.5820525729
10867,45054,45265.666666666664
8540,190466,201617.80193620714
9802,535957,545038.0333333333
6504,282901,294210.8649315985
12301,264377,255720.63333333333
9754,374054,379376.73333333334
1800,442452,430653.85214065685
650,126189,122248.36021343982
12546,295358,295963.06111111114
771,289251,292692.8271014493
300,775309,500345.4666666667
8156,73838,70992.79390727334
2135,74830,85477.17810424161
10842,43925,43794.06666666666
540,218285,348944.0916666667
2150,89331,96805.69242749028
6452,227386,222050.2814269866
8586,248035,244233.5894844045
4436,306539,318706.36992945464
696,235730,226896.56666666668
958,86489,104651.4975940867
5557,303689,297921.29941197694
11353,131781,131695.13918666905
12982,63445,63110.633333333324
5989,1394421,1351113.6857142856
12793,225548,227272.82175324674
7367,204067,225866.54281990285
13514,231760,241886.11111111112
12902,301202,301852.26666666666
11525,74391,70584.67222222223
11996,169747,174182.96666666667
11589,152595,157629.9
9217,222308,223433.48175214743
6624,516985,489466.6587411499
12846,221239,220980.38014926392
11993,167550,167519.33333333334
3513,302539,309044.8310780009
817,361371,360105.52380952385
3654,168222,172614.0693994709
6082,136296,135579.4777777778
8511,135751,147513.21555555554
4374,307271,293405.86141585984
569,286018,292248.56666666665
1971,498394,463944.56746031746
10975,131139,137082.84761904762
6943,80063,82932.22542328043
6665,73373,79308.73198005697
11803,63944,62417.73333333333
8259,223525,223668.41957507867
13433,178655,179979.30048397137
9243,228914,226649.83352550672
3034,67116,67076.98055599189
5282,268103,255010.6331111076
8395,515504,499891.0743868651
4160,452703,504136.92494598764
2267,242414,244788.50293040293
731,283024,281036.0052777778
4989,239553,251732.4746723626
11448,45680,45855.439920634926
2291,220281,219106.66010323912
9713,287045,292437.6666666667
10209,592845,585712.1666666666
8695,374923,396262.74625192274
1317,239200,234222.09340562945
12370,83066,93002.1
785,327955,328483.7542443064
7568,93396,94100.5031173837
8552,210496,206929.9606829574
3420,202239,203153.06755651755
22,99707,106847.36897498718
2531,242940,221427.76989221346
8741,64692,64160.21533582925
5285,270126,254631.2467533212
5205,160576,152407.26922943039
2845,213136,346655.3279814956
10147,376259,383782.8222222223
9317,444867,437345.72806138557
6879,374745,377676.74999200564
10187,551523,529884.1266666667
6316,474890,482238.5758276263
2087,850613,834077.0788888889
5294,224855,243685.64039802473
7572,95028,96221.11256993494
7754,280870,268848.5973782165
3369,100036,100234.74028913467
2245,212185,229519.50606471254
1146,261865,301895.8411680912
809,351150,353411.6904761905
1096,200399,199766.87773809524
7981,407292,407286.266946702
10089,344875,330488.57
1641,244571,241145.03971791116
10144,358499,383551.1555555556
2700,465025,470730.1214171381
5852,529996,516686.5333333333
5580,408031,389913.3003967575
2732,75749,74727.62297214288
5065,339858,367949.4159984085
9097,96776,111346.72887166237
9294,415579,433706.2717430896
10281,97823,104152.53333333334
11345,129614,131845.03029778018
12454,218855,234791.45
7354,190856,196106.93583333335
4871,101774,108855.0107863544
2235,203882,208580.7964755538
10197,571709,567940.4333333333
8301,264173,261778.75152340115
7808,424246,422684.2719813372
4077,312280,305073.838109985
4194,549660,550169.8263384615
11133,164148,165869.66666666666
11338,131713,130528.21641895143
1416,323625,309769.7062823726
9170,201965,201491.41666666666
7650,224540,222870.3683660471
6060,107889,96277.88846153846
367,78869,96880.93333333333
8356,362033,357235.44775132264
1375,269542,266090.48136173765
11738,195129,192116.76666666666
2013,574962,584407.7074786326
10609,49501,49887.06398989899
10972,132554,133634.83333333334
5566,327602,317985.93259259255
6460,234359,233726.76850414078
608,91441,90703.74674490119
5860,581164,608871.5333333333
3706,293491,175095.80921880866
10073,270595,271226.3
3964,110847,108935.62485978406
5057,315051,318793.71844199224
6433,206517,198810.41071935525
1656,282066,279560.94522417156
12999,72521,71349.57444444444
9251,236856,229473.0782759093
2377,377038,411665.0134939978
6995,156829,158333.79956176673
9481,346538,392597.49166666664
6894,411087,430991.66397115
8041,457135,458953.2535952228
11797,60904,59473.7
12256,196204,193275.50504869205
9785,487287,482583.93333333335
12531,284541,289770.59444444446
13129,188491,189095.16465549252
8052,482861,496943.74424242426
7132,302138,298473.42021866183
5854,532195,495439.4166666667
9221,222931,224224.48177128428
12455,219804,232889.48333333334
11848,116867,114762.67777777776
9959,85519,84883.83333333333
4444,326113,320115.90202569176
12908,307867,305153.3333333333
4502,464941,458781.842818888
1215,72524,73964.956630134
8008,380410,400913.9762810822
5702,651933,638211.7313528795
11040,131341,130137.38385642135
11007,132872,134168.76666666666
5798,394886,379245.40222222224
2340,274344,326956.7762670661
11586,151841,148481.06666666668
3051,79751,83742.38634075265
3433,222120,221245.46678270007
2869,257164,244779.8853489595
11700,170091,172089.56666666668
7266,64962,68823.09833333333
12336,288556,288740.6871428571
9266,295647,312618.80542097945
6238,332547,319745.2171243226
6564,463981,416511.54781752423
13466,178189,179259.30609243698
9777,450582,432625.4
10336,195385,198888.4037037037
13486,202704,193834.53333333333
2922,247630,242818.14270478865
9292,405638,427987.6835090655
13509,229944,230639.00833333333
7122,298366,289919.1185197781
1558,119895,118705.11671183434
10460,280600,278977.05166666664
12663,65344,67010.39722222222
2238,204766,209411.56468262448
6121,222347,200577.98714285716
6256,384835,421897.91365315375
5678,646021,821614.0556607745
5535,282088,290876.01759366854
7087,314300,298411.0337833519
8619,235295,234066.45467568235
8759,80441,80323.46203823954
12547,292267,287647.2931746032
12117,96628,96838.06666666667
8931,282145,281538.5405536649
8309,270740,284807.62786836445
8123,641418,623708.7539241622
11184,48581,49433.86666666667
2814,192574,194142.08227093416
4139,362275,362300.671384351
6421,201927,185021.38088328578
3139,198118,205359.28326329804
3758,417455,382705.4310042734
6815,228217,236413.3319575746
3215,226494,230187.44723231738
3389,139102,171452.31333333335
7719,262378,254425.3182022418
3731,349700,343502.71827020205
3606,532875,547757.9766391597
5362,341770,345802.3341039412
3839,608411,637764.8309812411
8675,310645,440768.772072072
5859,570415,482291.32314699795
11635,136418,137297.98772727273
8109,636391,621195.7272574956
2864,256719,242409.43411759386
12635,466500,470327.1277777778
3823,518105,547465.4975378788
5391,404889,399079.72917803255
7869,151211,128577.23801156359
935,72830,76240.1647114877
1521,82372,82462.68265178683
7961,323562,295471.92831398867
10750,117137,117254.11379990382
11352,131167,129965.62340307843
7679,263286,261126.4681666334
102,260204,276381.62563589937
8493,111886,101459.89555213791
324,53854,51596.380952380954
8622,233303,235352.52465578922
12623,477860,477053.22944444447
2229,204802,214878.96787898225
12495,285958,296199.38333333336
11382,136169,132695.8397883598
11914,136966,138513.13888888888
11974,153209,154015.26493284493
692,227129,226187.85
4734,223245,218518.4153910046
10508,426715,431053.3333333333
12082,66739,68090.93333333333
10348,208928,216766.2527777778
6132,232017,221898.88787878788
1344,254399,358167.74166666664
5728,184177,197441.73095238095
7681,271920,262592.8514999667
3807,516386,489011.0863487244
8206,154960,153485.90260651626
678,178636,191886.60333333333
338,57360,58369.85555555555
4594,117318,170750.75357142862
2758,94977,95858.54673128975
5426,93466,93883.48388227515
5608,393357,395668.96370066126
5096,415390,399137.70325623936
8739,66433,65017.810505381916
8515,145102,147652.0741595441
4612,154413,161698.5391190936
10523,431722,426160.69666666666
10440,262083,258344.9172161172
717,276712,263226.72222222225
10693,137946,137030.23333333334
11563,135281,151590.63888888888
3578,546368,529538.4436757879
10104,314977,294057.13333333336
5532,274778,284064.22610737704
1843,162345,153083.7494553377
425,164000,163527.38333333333
5050,282892,318798.21056320437
13335,101355,101566.92297619047
9706,265928,254994.16666666666
3071,98617,98867.19242399774
11361,127980,130343.2830856181
9144,184587,200416.0889788453
8234,203243,203462.3009646387
3261,341716,355974.21868742036
5703,637412,643992.6666666666
2552,273569,295607.7958745849
12776,200577,199861.66880952378
10939,76959,81046.96296296295
853,501293,477226.5223809524
5216,185642,165284.13374607908
10620,53720,51683.39343434343
72,284262,231364.93333333332
5686,637573,638338.7725585455
1549,112709,107450.5082666923
7241,54521,59989.05690476191
10185,543936,530050.06
5769,266527,261846.76091954022
5716,623358,640171.0218555223
9877,976649,991907.1444444444
7541,72394,74403.36031075405
10691,138535,139272.13333333333
11143,44529,44444.73333333333
10206,584443,591384.0666666667
2559,300586,290650.3444856961
8873,245297,241396.68701911432
153,456422,442700.4723931624
3985,151039,142814.10876954283
6061,110385,103077.95346153846
7779,355375,347727.6508453471
6908,414544,430883.3889696283
8081,654907,612143.541739716
10011,171035,171516.06785714286
7575,95692,97714.44623815181
10885,48319,48180.39777777778
6438,213974,220118.3950745072
8119,645745,631088.845218701
3666,178179,166100.1379494475
2714,71348,73438.26344054591
11108,152217,152385.3
4936,216563,211187.02987686326
11062,129600,130971.85012626261
12692,86952,85682.123015873
5060,321914,317133.6495614913
1090,201935,200750.3926322631
5290,237189,251201.5675003518
1403,301268,301418.05932577315
4274,124986,125221.04514180348
2315,221817,223259.67465350372
4190,568649,546729.7052798918
11883,155921,154561.06666666668
11334,128975,127410.59833333334
665,162988,169376.1632489656
1457,482555,498890.43588573375
12910,312895,311702.4666666667
2599,299238,294990.56071931013
869,543699,535499.4082900432
1500,500246,482900.9819444445
323,52216,51675.647619047624
10450,272010,271099.70507936506
11614,130372,132861.73333333334
773,286601,292580.99376811594
4092,269459,293533.0463668967
1508,81124,80454.64583098778
8216,172250,163674.57986772485
6477,305754,295449.45282857714
8189,119480,113727.37390225798
7815,426557,397638.7126767632
7928,291796,276751.34444444446
5692,659548,634108.7933333333
11394,144594,149227.2
5768,271068,262255.1609195402
3539,368133,375749.45666666667
5169,102070,97915.37430928754
7336,176841,179828.45768880373
7010,173027,177045.06305555554
6385,126668,117570.502994228
2210,186702,196460.0729355511
5946,1122471,1136567.5855555555
11226,60884,63561.666666666664
10892,49400,49287.61587301587
5466,143693,137488.9896840905
4724,223320,220074.10323850397
11750,49860,49469.31092592593
10534,425249,429728.63333333336
4579,97259,105368.14060136583
11669,143522,153379.83333333334
4117,331929,313215.785273564
10337,196602,198888.4037037037
6025,1178166,963118.8
11402,150519,150286.34444444446
3102,145616,161960.07560380714
10092,349987,332781.1
6482,309138,302725.5189999012
6103,177536,182897.49038003504
10362,221006,223066.10666666666
5081,407473,396090.5253596476
5937,1058206,1004677.1444444446
11126,163846,161263.2
1384,273218,280572.3189421753
8874,250210,238131.29908723748
4994,221726,248947.63416196796
3970,111510,121627.93170867655
8579,229220,237389.3481535594
6294,490578,498834.011785467
13312,80348,83334.64625
2823,200131,209524.36580635642
534,198040,195719.36666666667
13452,174179,175848.32476190475
3483,299303,305080.6973911336
851,492110,490919.4412698413
2309,218799,216788.0966111757
4326,239536,213822.95570895178
1525,84676,82395.66598512017
10833,129606,131522.7861111111
10406,238453,241250.7
10482,353110,351807.23333333334
3325,65865,66484.89040722826
5920,959520,896161.85
6812,226194,235196.0945128897
1992,524202,520451.8418362194
11537,96949,85244.86666666667
10771,118315,116141.08717097445
12365,79058,81808.2
4736,223743,220074.10323850397
5542,292578,287006.29832959926
9915,1060664,1087432.4666666666
7169,424475,436897.06063804025
1288,168671,191686.06666666668
2383,372312,378233.6490072966
11331,133059,132892.78223289785
2381,375640,377674.61067940446
9946,80403,79529.10555555555
6134,235488,251070.18922268908
3448,232443,222612.32801052454
11158,44948,45298.53833333333
2213,190747,196460.0729355511
6853,277733,276861.61618499603
6762,193740,222302.597119983
6583,510867,542527.4986832233
7796,405705,409994.6476562268
9258,258568,266895.4305194805
13293,65462,65314.11666666667
10042,234195,231748.16666666666
4962,236147,233348.20028533446
10174,518513,472995.6666666667
6662,69405,66906.81696078432
12124,108078,105013.76730158732
9628,579743,581765.3666666667
1231,82771,86548.16976190476
8280,288677,281725.77240299166
8348,347839,321360.94804232806
138,338307,346901.16940170934
3350,83516,90318.88346708847
12472,237872,235038.10952380951
13366,160330,156494.05587301587
11902,160432,160028.52539682537
8016,413234,419999.0497715825
9473,310190,321417.18333333335
6396,157638,158652.34569171476
2895,239051,242159.64330185123
3183,207864,211789.139300498
12045,56702,55982.87559523809
5047,276683,273765.8801193867
3454,252532,259667.7342990343
1720,288682,279528.8098895933
327,55005,56489.46666666667
1302,208885,216385.177473545
3806,529332,498294.0217679348
3480,318928,305080.6973911336
3348,83135,77600.99022607022
9225,223285,222405.5785053942
2615,304805,307889.7696296296
8681,327396,337717.6867495373
7268,65552,68375.22693121692
13454,174323,179222.4204178338
4115,319847,313215.785273564
8229,194070,203774.77361111113
9973,103707,97815.06666666667
3686,257847,236712.50154761906
6997,160357,163939.07456130144
4464,396812,427906.941211611
2603,300859,295761.20211594715
1894,308913,254108.8315117845
9136,177061,184377.99319605657
2815,193342,193764.44893760083
12371,83579,93002.1
11532,84539,93830.21666666666
13288,64277,65411.25
12493,278805,276612.8
5503,228758,249681.68922027294
2627,328639,324418.61796296295
12484,253883,254766.03333333333
10063,259661,259226.6
8719,381961,381142.9509551004
3388,137718,130337.8246031746
1667,280338,276552.0787982456
667,169025,164272.4743600767
9066,70330,76955.42083333334
3546,423298,466072.0093041721
2171,117832,130378.67254345423
3802,493877,486744.6914769295
3614,569477,549180.5480677312
1149,275330,279397.9934175085
3661,182846,172860.48576310728
6499,251968,260447.6755581347
12770,198849,198267.63095238092
7547,74311,76268.25660404413
13156,191813,190737.82060005722
575,293796,291101.0333333333
1821,129159,121993.1832522526
3024,64105,64040.85746718271
13212,239143,243319.93333333332
11082,137141,137243.2808080808
8478,93303,92745.03579616462
11547,114575,112429.72666666665
5321,265635,256712.37829615668
287,811694,798376.3846296297
7219,505391,507268.2849885299
12425,164628,160419.90336580088
359,67344,65822.85555555555
2338,265667,326956.7762670661
13482,200825,202677.6
7171,434994,457126.4783223151
2046,769724,752117.6916391941
10613,49045,49915.43787878788
11613,129915,132360.9
9483,359793,368567.3333333333
2769,107849,106006.21847538197
4836,74650,74919.94359736006
6934,80705,82505.94718725719
12652,65511,64710.38412698413
1591,172972,190992.27496767827
4226,84227,83406.19534922583
10834,129737,129496.1365079365
5182,123809,110362.12745302105
302,51086,50912.051111111105
7102,254609,299520.62710848503
11468,47346,47050.8
11396,143824,153914.7
989,126576,169513.48190476192
9431,243256,218117.06666666668
5263,242959,243964.6503042256
10926,61566,62993.87246031746
160,389733,461586.6031746032
6824,223084,224833.32247521784
10200,577948,568056.3666666667
12275,208325,207677.93333333332
5430,98976,96275.77944398466
7464,263542,286294.12461141986
3410,194401,203723.89649122808
5211,167564,175126.10083154574
3716,316027,306474.24424242426
746,306484,314348.36662525876
3219,232273,238738.33458932405
4678,243975,230424.34118803864
10627,58178,62348.74404761905
13302,70612,72891.16666666667
11439,166669,164183.51666666663
12618,483833,481551.7621212121
4743,227203,224284.54710345317
5497,202308,210522.237962963
1186,347531,339216.637182125
5099,407208,418628.8731314533
7773,326567,349606.33008511324
9486,378319,364799.01666666666
13533,247676,246033.0076190476
10607,50702,50158.35287878788
12634,470067,470327.1277777778
12815,191720,195903.53333333333
7516,357045,371409.33157588245
5990,1412255,1286913.6333333333
5116,398057,406872.1515537702
1998,540301,552486.4547008547
2365,363898,421530.2044153309
1914,329660,358535.8750767749
12881,261254,259916.03333333333
6087,151118,181158.26916447602
2676,486263,478201.68728331936
6640,57838,59320.85013542013
7615,153608,186990.71739393938
4359,266525,248691.0607266227
688,204694,226896.56666666668
5651,539846,516935.4288888889
4387,266652,284485.88907782256
4020,218913,225866.25359932813
6262,427663,416299.6456135673
7925,293829,245292.04113131313
10636,67520,76398.34074074074
939,76863,96017.36923154994
10994,151346,150762.85
5343,293606,284095.0232813636
1395,294081,295196.38761226117
10530,418651,424188.01769841264
4601,129047,145236.5454826232
2187,137157,147875.903202119
4338,256766,249910.62810052076
5583,402948,389012.6781745352
9132,171680,184905.8677058605
3965,108927,111357.64328862548
784,324873,331782.36535541754
2232,203802,208308.12912706894
6299,498162,490605.86983925325
10558,42800,43024.40555555556
11801,63172,62417.73333333333
3007,393602,413506.4385870771
448,179847,184334.6
11596,157562,155632.0
1631,240890,235946.1188249507
12802,235300,229540.4638167388
6279,468323,489301.21361487696
2317,222293,222990.0047460963
3230,244673,261634.6597468528
3981,138335,138164.5145749554
2066,786866,799781.3572741146
11584,149835,148295.4
713,263774,261259.95555555556
3876,759729,646167.8019045147
3887,755917,658836.0392770496
7564,87905,86974.29740837867
9193,245837,238078.27709679207
4882,120742,137056.3410087295
1666,282386,283348.0219463938
11136,167430,166120.43333333332
6004,1325081,1363636.8166666667
5863,606796,569889.8052898551
7943,313674,306840.8898161029
1160,320636,327963.86014124297
1761,425210,431701.22439953376
9125,147919,148190.86553140095
5335,276542,262992.76884864795
8811,163246,166172.78626984128
8103,682854,646532.0579712469
5300,245171,251700.97790959323
2942,276980,324683.0480652762
1201,334711,346240.63736684306
6673,75821,85884.89225783476
12384,98934,103831.13333333333
11658,138977,139546.72218605227
10859,44307,44182.96666666667
6049,90009,88668.7
8086,662897,592511.2278205727
10245,73666,73373.64063492064
6239,336853,326850.4450287377
11404,151219,150814.6777777778
1462,494641,463376.88382061815
800,332255,342678.24659639876
11016,131723,132029.60222222222
4891,137915,137687.89810361344
12398,111216,110255.26666666666
1750,382266,373749.44386170065
5922,911740,909752.0927777777
1331,246147,240960.07184526973
1430,361041,327003.75364167994
12621,476848,478742.98156565655
12641,473390,478642.06212121213
9352,91533,92147.43405797101
259,848269,804214.0666666667
2233,204598,210323.8564755538
6125,223337,225066.94444444444
423,161927,163380.55
13073,180979,180852.5
3540,379508,381392.80416666664
12490,267658,276612.8
2775,118217,136587.16004439065
11290,147844,145056.55
6535,323925,327995.51820334076
11106,150960,152385.3
13342,118693,108120.92694444445
3962,111526,109464.03755819677
9689,207511,206025.83333333334
10085,317362,332781.1
4684,231033,210054.93814816748
3874,774019,739880.2975508482
1155,307550,314858.0391666667
85,284015,318122.78500000003
6297,493796,495374.029657427
11539,100132,104349.89166666666
5844,484880,520153.8333333333
5287,257276,254631.2467533212
6099,171737,181955.58444444445
12723,127693,129714.43282581453
1364,297339,286229.4899859986
7363,195776,202567.83988095235
9196,237698,236783.04445790316
3650,163909,137168.97644513755
13339,112832,106362.29361111112
43,148993,144982.536031746
7422,208687,204941.0547061288
8865,233558,221491.55746804827
7809,423790,421757.8351322419
12475,234298,236094.7595238095
3109,161222,178684.44333157156
7530,368816,401931.73333333334
7695,261442,259378.12529205473
11940,145692,145459.56903520922
7648,229412,228336.9794956189
1113,203974,202028.37249800924
12404,125792,115946.66666666667
6319,483930,488346.156042957
6383,125138,117570.502994228
9751,391718,376160.2
6488,296606,296305.901945418
12485,256704,254766.03333333333
2980,396608,431386.7345191682
6575,508248,432751.7319253782
258,911827,852161.7583333333
6818,225502,236474.48817450585
3577,537761,539308.6348339946
9086,79754,79883.3711111111
6634,58126,59840.21124653124
6933,80874,80703.17899230399
9717,314580,297733.63333333336
6199,255067,274311.6062839013
10261,77152,75577.5
10630,63302,66855.5023015873
9927,960161,1026658.6333333333
11898,164201,164306.56888888887
10916,57500,55529.518737373735
2018,613483,578688.9091452991
1228,79664,86890.16976190476
12096,73545,74608.16666666667
10178,512581,518062.86666666664
1831,141531,149617.590005176
6281,478030,579811.5333333333
8350,352307,337533.3855026455
13235,254632,254428.46666666667
6166,270980,314642.40682794334
2826,209454,206043.6518327281
7768,316407,318748.8673793625
5309,260724,252516.83093404627
13316,83590,82907.03791666667
1509,81543,80822.9948319215
360,68812,66001.65555555555
9939,75886,78125.64722222222
2663,477227,520642.9318660969
12619,481762,478742.98156565655
5094,419452,393887.17179765535
527,181910,181064.2
4751,245103,286838.30725784245
9492,381421,363818.1361904762
11424,162020,161093.06111111114
9159,195431,197368.61111111112
3299,388355,385719.05437233654
12494,282726,295105.7
13448,176783,176645.03688608776
10491,395627,414919.23333333334
9382,128841,129217.05529040404
6416,186023,190492.84577217468
4864,98352,99739.31984029905
7406,188168,198911.92611057629
10717,123135,122093.26666666666
6083,139655,137851.4111111111
12354,74941,75221.87222222221
4193,544696,550338.185862271
10339,198071,198901.57037037038
7352,191365,195652.4025
4645,202101,206468.3578072632
9885,971985,960005.7627777777
6114,197285,277427.2284006734
900,523582,522647.2844444444
3393,153291,162421.47583333336
5100,406259,401364.67228465166
7209,501888,506228.65185125655
8489,102594,104105.85570540084
6453,233889,222662.76887432352
9311,446779,436217.67082166957
9093,91421,101212.1275779727
4490,466812,458357.6872633324
7388,229874,237140.10598828684
10418,244178,255191.8314814815
10304,132156,133167.31434988783
8312,265112,287601.6000905867
309,51472,52201.39222222222
5376,376991,406640.3651023734
11743,195707,194703.63333333333
12222,182946,188886.88611111112
7293,88976,111809.18199848737
11506,60889,64398.246031746035
4491,467853,457810.48624194536
9700,261213,258333.73333333334
11107,149615,156809.33333333334
3952,100147,98723.51877249194
1703,275526,274761.6270298049
1886,287807,240076.86545815293
7886,179381,169717.36555555556
7881,171216,124214.68761904763
3128,190624,201772.39685658744
8712,376096,381036.5953995448
3737,334676,337995.0817424243
2984,404393,405217.0312071218
6503,276691,293315.4271202432
11823,78646,81214.98015873015
9560,484745,467581.5
5417,398001,511645.3397476598
207,524290,559921.5
7240,54324,54481.85748677248
6514,308883,301960.1035405218
7013,180271,186480.69814814813
11080,136688,137413.93333333332
11560,136872,123319.63333333333
2080,846354,826442.9131773133
11646,138723,140223.97975089482
3944,90606,100267.36139112794
11452,45155,45882.0492063492
10455,272940,273051.5333333333
10453,272232,271099.70507936506
6577,487265,438068.46446118416
11167,44759,45192.86666666667
1488,510930,478848.973030303
9874,955882,952709.3333333334
5393,394568,414260.59524732304
908,64252,68201.3331669923
10868,44946,45265.666666666664
6133,233996,224070.6
11810,68916,71000.51666666668
1414,323765,315349.12294903933
3877,749875,739880.2975508482
6786,240255,237659.34663770936
6376,107158,101124.25404761903
3866,779596,568884.2867066475
12879,253441,260808.06666666668
10409,228401,233807.86666666667
1636,237525,234756.4863490007
3785,436520,460499.74676910124
9010,447751,446552.74322752305
987,124283,180030.76666666666
1676,241376,254980.07936967417
13358,142571,159879.19883838383
2520,238668,224016.54572263864
1185,345693,339644.01687261503
5618,411201,422933.2310329486
760,335896,336308.961783989
4060,274665,276158.36067781656
1028,187768,197646.20719373223
2108,68951,70825.26625617401
10367,225269,224383.42037037035
7397,191782,216175.45784163475
12281,226243,220531.76666666666
11723,188826,193457.13333333333
4973,259959,253536.42564900834
12877,247105,244890.4
3285,408407,382458.0378905483
11351,130979,130540.05781493895
6268,424484,521095.2609477124
5609,400083,391115.61421773676
4853,88005,86580.68593354682
5494,202011,191326.18831671268
11031,131198,132467.04777777777
8292,297197,288016.6869520586
10066,263543,260834.3
1563,129998,118705.11671183434
4553,79095,83067.07317527865
9968,99541,101314.8
10127,345968,341673.5018518519
8129,643937,636804.0593331978
5978,1294603,1318486.819047619
3275,371158,401803.8745544786
6807,220454,237619.1578919181
11368,131770,136530.67
3418,200679,203708.6153342953
5384,384391,400454.24776222365
12514,253093,255904.06666666668
2167,109119,130378.67254345423
4474,447038,448635.99732045113
12372,84576,92620.1
13038,129887,129248.315
10962,117630,119765.85238095238
13184,212152,211833.4
5933,974635,1003300.5111111111
5699,639371,643384.0769084352
7847,114881,109153.70972222222
11718,184942,183417.66666666666
12332,290886,290731.0989010989
13394,183712,194079.36666666667
8194,130272,143055.49058253088
12918,322596,321330.6
1960,495249,485110.1161375661
722,282820,250695.6
2969,384297,422630.97229694604
2308,216699,216431.71512969417
8834,208306,204218.38055555554
9526,359263,375565.2251587302
8769,89546,83644.1709118659
12,108999,108876.26382347204
10814,127126,128262.42222222223
8825,191310,176622.69920728065
5089,411933,414823.0355246157
4825,73911,73862.82704027447
4131,352264,331319.7227299501
7751,268190,263721.7099046117
12666,67333,68432.63333333333
12671,69008,71028.97333333334
3712,319143,294757.4429629629
10922,61151,59300.03787878788
7534,72229,74403.36031075405
9021,438896,442383.01008167356
7862,137951,131953.72222222222
4188,559882,536624.7306289242
6079,127260,133610.42222222223
8896,301441,268570.45289784286
7322,145652,144373.3410714286
9148,191249,200337.41149118223
4614,162823,183012.41001636034
6096,171133,179020.9609105078
8048,473974,475472.43940476194
11013,128224,129294.03333333334
1677,242635,255701.04603634085
413,154361,159071.76666666666
2125,69400,71145.5661502058
7916,251202,226276.6244444445
10790,123032,123546.52222222224
13161,191426,191532.4318847436
13050,151746,153832.0957070707
4782,355900,405556.2882161452
4523,69368,71442.05013003333
2247,216165,229519.50606471254
8881,274223,285346.63187632244
5754,247303,236970.4686868687
8593,251699,246420.72006796746
7684,277153,266863.8403888556
6688,95725,136370.21838890255
8872,240493,239586.45792010042
10755,114860,117272.81803932179
11857,136181,130577.86666666667
1834,148617,148835.64047356645
7034,223729,187243.29630918914
1697,275141,269667.5828617377
9667,165481,173238.33333333334
1659,291784,276917.867668616
8200,149037,140752.7080894979
3783,456204,473594.0063555674
672,175250,163023.76324896564
2011,550841,583844.4074786325
7830,423442,479617.0333333333
10199,574414,568056.3666666667
1980,451204,484016.0460786436
565,282441,281479.6666666667
10257,75126,76642.0
44,152807,151944.49992063493
2784,125851,159399.716221302
11633,139935,139730.0974206349
5770,262419,262060.89425287355
7960,322138,295471.92831398867
8286,296068,292483.0243474361
10871,46223,46649.36666666667
8508,130747,146813.68006613757
9709,282566,308211.5333333333
12512,258647,262917.6777777778
10162,431676,440303.6666666667
7429,208896,208064.99156375456
11446,46124,45882.0492063492
6041,86285,85781.8638888889
9601,607906,602536.5333333333
5284,272923,255646.66644444093
9776,451560,433616.76666666666
2694,482905,413563.71321541007
5966,1287616,1279931.8839635854
2686,483878,446066.59272115846
6848,253145,268538.9918559917
5070,364789,367022.5255014679
348,63488,59106.688888888886
3046,75960,87590.46145322776
10520,427835,429728.63333333336
8403,529381,506203.21651022654
11724,189259,192026.03333333333
10936,75567,69892.46626984127
4238,86061,84597.56163452697
12645,481710,483862.28888888896
6576,499211,425569.05859204486
26,107488,121219.08533570314
11301,146226,146414.56666666668
8471,89954,89120.92987451545
4913,177120,172853.7322723272
464,189100,185187.43333333332
3590,574425,535439.4078113541
3172,241051,229616.61512287712
2543,251679,250557.35752128265
1895,319466,311291.34577922075
11558,136148,132286.3
1561,125782,117294.42150921996
10531,416468,424359.778531746
8969,386156,390360.55627906934
9906,1088417,1045114.2
589,297181,295766.9666666667
